address,best,bin,building_id,building_name,distance_m,district,footprint_area,footprint_verts,height_source,is_context,lat,lod_tier,lon,min_height,osm_building_type,osm_id,osm_levels,osm_type,postcode,roof_height,second,x_m,y_m
2228 1st Avenue,0.76,1079384,33706,,17.0,Yorkville / Carnegie Hill,141.5,4,tag,0,40.7948761,block,-73.9358925,0.0,apartments,271592269,,way,10029,19.3,0.712,2706.47,1644.9
2247 1st Avenue,0.988,1052912,33718,,0.9,Yorkville / Carnegie Hill,130.8,5,tag,0,40.7957312,block,-73.9359628,0.0,yes,271592294,,way,10029,13.5,0.929,2700.55,1739.47
271 Pleasant Avenue,0.989,1053020,33728,,0.9,Yorkville / Carnegie Hill,59.4,4,tag,0,40.7941227,block,-73.9341603,0.0,apartments,271592312,,way,10029,12.8,0.939,2852.49,1561.6
273 Pleasant Avenue,0.989,1053037,33729,,0.9,Yorkville / Carnegie Hill,58.5,4,tag,0,40.794152,block,-73.9341392,0.0,apartments,271592313,,way,10029,12.8,0.957,2854.27,1564.84
283 Pleasant Avenue,0.988,1079396,33731,,0.9,Yorkville / Carnegie Hill,71.3,5,tag,0,40.794607,block,-73.9338005,0.0,apartments,271592317,,way,10029,13.0,0.934,2882.82,1615.15
285 Pleasant Avenue,0.989,1053049,33732,,0.9,Yorkville / Carnegie Hill,71.3,4,tag,0,40.7946456,block,-73.93378,0.0,apartments,271592319,,way,10029,13.3,0.953,2884.55,1619.43
338 East 116th Street,0.989,1052942,33760,,0.9,Yorkville / Carnegie Hill,114.3,12,tag,0,40.7961678,block,-73.936456,0.0,yes,271592369,,way,10029,13.0,0.942,2658.97,1787.74
340 East 116th Street,0.989,1052920,33762,,0.9,Yorkville / Carnegie Hill,114.1,9,tag,0,40.7961504,block,-73.9364001,0.0,yes,271592372,,way,10029,13.0,0.931,2663.68,1785.81
342 East 116th Street,0.989,1052919,33764,,0.9,Yorkville / Carnegie Hill,76.7,4,tag,0,40.7961558,block,-73.9363278,0.0,yes,271592376,,way,10029,12.7,0.943,2669.77,1786.41
344 East 116th Street,0.989,1052941,33766,,0.9,Yorkville / Carnegie Hill,76.4,4,tag,0,40.7961342,block,-73.9362762,0.0,yes,271592379,,way,10029,12.7,0.93,2674.13,1784.02
346 East 116th Street,0.988,1052918,33767,,0.9,Yorkville / Carnegie Hill,79.6,4,tag,0,40.7961121,block,-73.9362235,0.0,yes,271592381,,way,10029,13.0,0.937,2678.57,1781.58
348 East 116th Street,0.989,1052940,33768,,0.9,Yorkville / Carnegie Hill,78.4,4,tag,0,40.7960899,block,-73.9361702,0.0,yes,271592383,,way,10029,13.0,0.935,2683.07,1779.12
423 East 115th Street,0.561,1053048,33795,,21.0,Yorkville / Carnegie Hill,190.5,18,tag,0,40.7951297,block,-73.9348917,0.0,yes,271592430,,way,10029,24.1,0.518,2790.84,1672.95
2289 1st Avenue,0.989,1079360,33856,,0.9,Yorkville / Carnegie Hill,177.5,5,tag,0,40.7972255,block,-73.9349237,0.0,yes,271593530,,way,10035,14.4,0.932,2788.14,1904.69
319 East 116th Street,0.989,1052976,33865,,0.9,Yorkville / Carnegie Hill,91.0,4,tag,0,40.7968082,block,-73.9367157,0.0,yes,271593539,,way,10035,13.7,0.941,2637.08,1858.56
321 East 116th Street,0.989,1052948,33866,,0.9,Yorkville / Carnegie Hill,90.2,4,tag,0,40.7967863,block,-73.9366637,0.0,yes,271593540,,way,10035,13.6,0.939,2641.46,1856.12
323 East 116th Street,0.988,1052949,33868,,0.9,Yorkville / Carnegie Hill,91.2,4,tag,0,40.7967642,block,-73.9366116,0.0,yes,271593542,,way,10035,13.5,0.93,2645.86,1853.69
325 East 116th Street,0.989,1052977,33869,,0.9,Yorkville / Carnegie Hill,94.0,4,tag,0,40.7967417,block,-73.9365584,0.0,yes,271593543,,way,10035,13.3,0.934,2650.34,1851.2
355 East 116th Street,0.853,1052982,33890,,4.1,Yorkville / Carnegie Hill,154.5,5,tag,0,40.7964027,block,-73.93569,0.0,yes,271593564,,way,10035,15.8,0.84,2723.54,1813.71
420 East 117th Street,0.989,1053091,33906,,0.9,Yorkville / Carnegie Hill,89.8,7,tag,0,40.7961256,block,-73.934069,0.0,apartments,271593580,,way,10035,13.3,0.935,2860.18,1783.07
422 East 117th Street,0.988,1053103,33908,,0.9,Yorkville / Carnegie Hill,88.0,7,tag,0,40.7961034,block,-73.9340165,0.0,apartments,271593582,,way,10035,13.3,0.928,2864.61,1780.62
,0.474,1052964,33928,,17.1,Yorkville / Carnegie Hill,45.1,4,tag,0,40.7967151,block,-73.9358765,0.0,yes,271593602,,way,,3.7,0.456,2707.82,1848.26
410 East 118th Street,0.986,1053132,33962,,0.9,Yorkville / Carnegie Hill,75.4,6,tag,0,40.7968827,block,-73.9339049,0.0,yes,271595911,,way,10035,10.0,0.942,2874.01,1866.79
412 East 118th Street,0.988,1053147,33963,,0.9,Yorkville / Carnegie Hill,77.2,4,tag,0,40.7968583,block,-73.9338622,0.0,yes,271595912,,way,10035,10.0,0.929,2877.62,1864.09
416 East 118th Street,0.988,1053130,33966,,0.9,Yorkville / Carnegie Hill,82.4,4,tag,0,40.7968164,block,-73.933761,0.0,yes,271595917,,way,10035,10.0,0.942,2886.14,1859.46
418 East 118th Street,0.989,1053146,33967,,0.9,Yorkville / Carnegie Hill,83.3,5,tag,0,40.7967959,block,-73.9337115,0.0,yes,271595919,,way,10035,10.0,0.929,2890.31,1857.18
444 East 118th Street,0.988,1053125,33983,,0.9,Yorkville / Carnegie Hill,80.1,4,tag,0,40.7964844,block,-73.9329488,0.0,yes,271595945,,way,10035,13.8,0.935,2954.6,1822.75
446 East 118th Street,0.988,1053124,33984,,0.9,Yorkville / Carnegie Hill,81.5,4,tag,0,40.7964618,block,-73.9328944,0.0,yes,271595947,,way,10035,13.5,0.931,2959.19,1820.25
448 East 118th Street,0.988,1053144,33986,,0.9,Yorkville / Carnegie Hill,83.2,4,tag,0,40.7964387,block,-73.9328389,0.0,yes,271595951,,way,10035,14.0,0.933,2963.87,1817.7
513 1/2 East 118th Street,0.988,1054893,34006,,0.9,Yorkville / Carnegie Hill,67.5,4,tag,0,40.796171,block,-73.9312828,0.0,yes,271595994,,way,10035,12.8,0.941,3095.04,1788.09
513 East 118th Street,0.989,1054911,34007,,0.9,Yorkville / Carnegie Hill,67.1,4,tag,0,40.796215,block,-73.9313864,0.0,yes,271595995,,way,10035,12.7,0.944,3086.31,1792.96
513A East 118th Street,0.989,1054892,34008,,0.9,Yorkville / Carnegie Hill,66.9,4,tag,0,40.796193,block,-73.9313347,0.0,yes,271595996,,way,10035,12.8,0.941,3090.67,1790.53
,0.518,1053135,34021,,14.9,Yorkville / Carnegie Hill,25.8,4,tag,0,40.7970547,block,-73.9341577,0.0,yes,271596014,,way,,3.3,0.515,2852.7,1885.8
302 East 120th Street,0.723,1054785,34061,,15.8,Yorkville / Carnegie Hill,185.9,5,tag,0,40.7991855,block,-73.9356065,0.0,yes,271597148,,way,10035,5.5,0.699,2730.58,2121.42
306 East 120th Street,0.893,1054771,34065,,2.3,Yorkville / Carnegie Hill,97.0,5,tag,0,40.799167,block,-73.9354551,0.0,yes,271597155,,way,10035,13.5,0.869,2743.35,2119.37
315 East 119th Street,0.989,1086308,34077,,0.9,Yorkville / Carnegie Hill,82.6,4,tag,0,40.7987874,block,-73.9355113,0.0,yes,271597190,,way,10035,11.1,0.932,2738.6,2077.4
322 East 120th Street,0.989,1054765,34086,,0.9,Yorkville / Carnegie Hill,73.5,4,tag,0,40.7989708,block,-73.934963,0.0,yes,271597214,,way,10035,13.6,0.938,2784.82,2097.68
408 East 120th Street,0.988,1054878,34137,,0.9,Yorkville / Carnegie Hill,98.1,4,tag,0,40.7981788,block,-73.9330809,0.0,yes,271597379,,way,10035,14.1,0.935,2943.47,2010.1
421 East 119th Street,0.989,1054864,34158,,0.9,Yorkville / Carnegie Hill,91.5,4,tag,0,40.7976591,block,-73.9328232,0.0,yes,271597446,,way,10035,10.4,0.935,2965.2,1952.63
434 East 120th Street,0.852,1054884,34177,,5.2,Yorkville / Carnegie Hill,94.0,5,tag,0,40.7978061,block,-73.9322472,0.0,yes,271597503,,way,10035,9.8,0.841,3013.75,1968.89
439 East 118th Street,0.988,1054818,34181,,0.9,Yorkville / Carnegie Hill,84.5,7,tag,0,40.796831,block,-73.9328769,0.0,yes,271597514,,way,10035,12.2,0.93,2960.67,1861.07
,0.612,1054858,34209,,7.2,Yorkville / Carnegie Hill,37.5,5,tag,0,40.7976992,block,-73.9337371,0.0,yes,271597556,,way,,4.5,0.6,2888.16,1957.07
208 East 119th Street,0.826,1054541,34229,,7.4,Yorkville / Carnegie Hill,213.4,5,tag,0,40.7994518,block,-73.9381466,0.0,yes,271599961,,way,10035,5.5,0.799,2516.46,2150.86
221 East 118th Street,0.988,1074332,34247,,0.9,Yorkville / Carnegie Hill,94.0,4,tag,0,40.7989967,block,-73.9379765,0.0,yes,271599997,,way,10035,12.4,0.942,2530.8,2100.54
243 East 118th Street,0.989,1054525,34258,,0.9,Yorkville / Carnegie Hill,87.7,7,tag,0,40.7987333,block,-73.9373452,0.0,yes,271600025,,way,10035,13.6,0.931,2584.02,2071.42
209 East 120th Street,0.79,1054599,34279,,12.7,East Harlem,78.2,4,tag,0,40.8004014,block,-73.9374917,0.0,yes,271602942,,way,10035,19.9,0.731,2571.67,2255.86
231 East 120th Street,0.731,1054580,34301,,10.4,East Harlem,355.9,4,tag,0,40.8001474,block,-73.9366819,0.0,yes,271603001,,way,10035,8.6,0.712,2639.93,2227.78
,0.636,1054580,34326,,29.6,East Harlem,243.0,4,tag,0,40.8004308,block,-73.9366102,0.0,yes,271603061,,way,,15.6,0.629,2645.97,2259.12
,0.617,1054580,34328,,30.5,East Harlem,238.8,4,tag,0,40.8004653,block,-73.9366929,0.0,yes,271603065,,way,,16.3,0.58,2639.0,2262.93
247 East 123rd Street,0.705,1054641,34361,,3.0,East Harlem,136.9,14,tag,0,40.8018535,block,-73.9349407,0.0,yes,271605583,,way,10035,18.8,0.703,2786.7,2416.43
249 East 123rd Street,0.693,1054644,34362,,18.3,East Harlem,134.1,15,tag,0,40.8018235,block,-73.9348688,0.0,yes,271605586,,way,10035,18.6,0.687,2792.76,2413.12
157 East 121st Street,0.989,1054389,34393,,0.9,East Harlem,65.1,4,tag,0,40.801742,block,-73.9386875,0.0,yes,271606965,,way,10035,14.1,0.931,2470.87,2404.1
3 Sylvan Court,0.988,1054404,34406,,0.9,East Harlem,47.2,7,tag,0,40.801885,block,-73.9385194,0.0,yes,271606990,,way,10035,9.1,0.943,2485.04,2419.91
7 Sylvan Court,0.988,1054402,34410,,1.0,East Harlem,47.1,6,tag,0,40.8019498,block,-73.9384577,0.0,yes,271606997,,way,10035,9.4,0.932,2490.24,2427.08
2009 Lexington Avenue,0.958,1054426,34425,,0.8,East Harlem,71.8,4,tag,0,40.8024766,block,-73.9385275,0.0,yes,271607989,,way,10035,14.1,0.921,2484.36,2485.33
2011 Lexington Avenue,0.96,1054425,34426,,0.8,East Harlem,69.3,4,tag,0,40.8025114,block,-73.9385021,0.0,yes,271607990,,way,10035,13.8,0.912,2486.5,2489.17
2013 Lexington Avenue,0.96,1054413,34427,,0.8,East Harlem,68.7,4,tag,0,40.8025453,block,-73.9384775,0.0,yes,271607991,,way,10035,13.7,0.922,2488.58,2492.92
60 Bronx Shore Road,0.186,1090038,34598,,35.3,Yorkville / Carnegie Hill,16.5,4,tag,0,40.7974883,block,-73.9226286,0.0,yes,284865831,,way,10035,3.7,0.152,3824.54,1933.75
,0.45,1085921,34609,,17.9,Yorkville / Carnegie Hill,80.5,4,tag,0,40.7959238,block,-73.9236722,0.0,yes,284865844,,way,,3.4,0.416,3736.58,1760.76
,0.436,1090965,34615,,22.8,Yorkville / Carnegie Hill,40.7,4,tag,0,40.790474,block,-73.9219145,0.0,yes,284865852,,way,,3.3,0.412,3884.73,1158.15
,0.651,1090971,34618,,10.2,Yorkville / Carnegie Hill,62.2,4,tag,0,40.7902009,block,-73.9195299,0.0,yes,284865855,,way,,4.7,0.641,4085.74,1127.96
,0.487,1084698,34679,Roosevelt Landings,12.7,Midtown East,4690.1,62,tag,0,40.7623299,district,-73.9488165,0.0,yes,284880004,,way,,54.4,0.433,1617.06,-1953.85
,0.588,1025148,34683,,11.2,Midtown West / Times Sq,475.2,5,tag,0,40.7619036,block,-73.9877244,0.0,retail,288437714,,way,,7.0,0.576,-1662.65,-2001.0
,0.554,1083798,34686,,17.8,Midtown West / Times Sq,4879.8,7,zone_model,0,40.7634517,district,-73.9956392,0.0,yes,292148411,,way,,100.35,0.548,-2329.82,-1829.81
40 East 80th Street,0.664,1046451,34695,,8.5,Upper East Side,357.3,4,tag,0,40.7767214,district,-73.9614796,0.0,yes,295246110,,way,10075,71.2,0.61,549.63,-362.52
316 East 88th Street,0.554,1050057,34697,Church of the Holy Trinity,21.0,Upper East Side,831.6,23,tag,0,40.7783395,block,-73.9495517,0.0,church,295335317,,way,10128,21.5,0.529,1555.08,-183.61
,0.238,1090041,34730,,27.8,Yorkville / Carnegie Hill,957.3,15,zone_model,0,40.7963254,block,-73.9237934,0.0,yes,396255098,,way,,29.28,0.224,3726.35,1805.17
328 Columbus Avenue,0.4,1079333,34746,,13.7,Upper East Side,20.5,4,tag,0,40.7797767,block,-73.9773499,0.0,yes,593915424,,way,10023,4.0,0.378,-788.14,-24.69
228 East 86th Street,0.519,1048766,34751,,36.7,Upper East Side,171.9,4,zone_model,0,40.7780899,block,-73.952914,0.0,apartments,599977566,,way,,19.63,0.477,1271.66,-211.2
301 East 95th Street,0.4,1050326,34762,95th Street Cleaners,15.8,Upper East Side,19.1,4,levels,0,40.7834702,block,-73.9470695,0.0,retail,664632832,1,way,10128,4.4,0.355,1764.32,383.71
,0.3,1083230,34764,,23.4,Upper East Side,59.0,6,zone_model,0,40.7843362,block,-73.9479446,0.0,roof,666827051,,way,,19.09,0.294,1690.55,479.47
,0.138,1051907,34769,,36.2,Yorkville / Carnegie Hill,19.1,4,zone_model,0,40.7910028,block,-73.9489722,0.0,roof,668189106,,way,,8.3,0.117,1603.93,1216.62
,0.725,1027046,34783,,15.7,Hell's Kitchen,96.5,4,zone_model,0,40.7663075,district,-73.9940093,0.0,roof,757053340,,way,,97.84,0.679,-2192.43,-1514.04
302 East 78th Street,0.811,1045224,34784,Danny Boy's Cleaners,12.0,Upper East Side,125.0,5,levels,0,40.7723302,block,-73.9552875,0.0,yes,758613738,1,way,10075,4.4,0.778,1071.59,-848.08
888 9th Avenue,0.428,1026047,34800,Gugush Hair Studio,16.9,Hell's Kitchen,32.1,4,zone_model,0,40.7682001,block,-73.9852349,0.0,yes,813330101,,way,10019,10.83,0.396,-1452.8,-1304.76
25 East 104th Street,0.803,1051501,34813,Reece School,15.2,Yorkville / Carnegie Hill,313.4,5,tag,0,40.7927037,block,-73.950934,0.0,school,894169814,5,way,10029,21.0,0.802,1438.57,1404.69
188 East 104th Street,0.565,1051929,34814,G&J's Pizzeria,8.4,Yorkville / Carnegie Hill,47.9,5,levels,0,40.790323,block,-73.9460793,0.0,retail,923404957,1,way,10029,4.4,0.553,1847.78,1141.45
1620 East 102nd Street,0.456,1051898,34815,De Pelos Barber Shop,11.5,Yorkville / Carnegie Hill,28.0,4,zone_model,0,40.7900657,block,-73.9480989,0.0,retail,943057248,,way,10029,8.83,0.417,1677.55,1113.01
,0.404,1028437,34819,,15.4,Upper West Side,23.5,4,levels,0,40.7750808,block,-73.9802332,0.0,yes,949227045,1,way,,4.4,0.39,-1031.19,-543.94
2176 2nd Avenue,0.798,1052892,34820,,14.5,Yorkville / Carnegie Hill,114.7,5,tag,0,40.7942402,block,-73.9394874,0.0,apartments,954596728,4,way,10029,14.5,0.797,2403.45,1574.59
242 East 81st Street,0.612,1048535,34823,Luke's Lobster,9.2,Upper East Side,52.5,4,levels,0,40.7747139,block,-73.9545292,0.0,commercial,996903168,1,way,10028,4.4,0.608,1135.51,-584.51
1491 2nd Avenue,0.45,1044111,34835,,11.7,Upper East Side,25.8,4,levels,0,40.7725014,block,-73.9559505,0.0,roof,1037860475,1,way,10075,4.4,0.416,1015.7,-829.15
,0.426,1084456,34848,,17.2,Yorkville / Carnegie Hill,536.5,4,zone_model,0,40.7898537,block,-73.9534469,0.0,industrial,1213438311,,way,,41.7,0.403,1226.74,1089.56
,0.437,1091842,34860,,11.8,Midtown West / Times Sq,61.7,4,zone_model,0,40.7638281,district,-73.9972046,0.0,roof,1278210375,,way,,71.87,0.431,-2461.77,-1788.19
,0.909,1054738,34873,Building,5.2,Yorkville / Carnegie Hill,111.9,5,zone_model,0,40.79887,block,-73.9357004,0.0,yes,1346693543,,way,,13.86,0.899,2722.66,2086.53
,0.064,1085729,34887,,43.8,Hell's Kitchen,75.4,4,zone_model,0,40.769834,block,-73.9846509,0.0,yes,1499401842,,way,,29.63,0.04,-1403.58,-1124.1
108 West 119th Street,0.989,1057497,34917,,0.9,East Harlem,90.4,7,tag,0,40.804128,block,-73.9491572,0.0,yes,265800206,,way,10026,13.4,0.936,1588.33,2667.93
113 West 118th Street,0.989,1057487,34922,,0.9,East Harlem,117.8,7,tag,0,40.8038725,block,-73.949527,0.0,yes,265800219,,way,10026,14.0,0.932,1557.17,2639.68
118 West 119th Street,0.988,1057525,34927,,0.9,East Harlem,92.3,6,tag,0,40.8042514,block,-73.9494478,0.0,yes,265800232,,way,10026,13.3,0.931,1563.84,2681.57
120 West 119th Street,0.988,1057501,34930,,0.9,East Harlem,90.8,6,tag,0,40.8042756,block,-73.949504,0.0,yes,265800238,,way,10026,13.7,0.933,1559.1,2684.25
121 West 118th Street,0.989,1057484,34931,,0.9,East Harlem,121.5,7,tag,0,40.8039812,block,-73.9497804,0.0,yes,265800240,,way,10026,13.2,0.93,1535.81,2651.7
122 West 119th Street,0.989,1057502,34932,,0.9,East Harlem,92.6,6,tag,0,40.8042999,block,-73.9495614,0.0,yes,265800242,,way,10026,13.4,0.929,1554.26,2686.94
132 West 119th Street,0.987,1057506,34942,,1.0,East Harlem,122.8,7,tag,0,40.804421,block,-73.9498706,0.0,yes,265800253,,way,10026,13.8,0.934,1528.2,2700.33
14 West 119th Street,0.989,1053199,34949,,0.9,East Harlem,134.0,9,tag,0,40.802744,block,-73.9459271,0.0,yes,265800260,,way,10026,17.2,0.937,1860.62,2514.9
140 West 119th Street,0.989,1057509,34950,,0.9,East Harlem,121.2,7,tag,0,40.8045279,block,-73.9501219,0.0,yes,265800263,,way,10026,14.0,0.935,1507.02,2712.15
147 West 118th Street,0.989,1057474,34956,,0.9,East Harlem,87.4,4,tag,0,40.8043159,block,-73.9506006,0.0,yes,265800272,,way,10026,16.3,0.934,1466.67,2688.7
148 West 119th Street,0.916,1057513,34957,,6.1,East Harlem,85.7,4,tag,0,40.8046449,block,-73.9503565,0.0,yes,265800273,,way,10026,13.3,0.896,1487.24,2725.08
149 West 118th Street,0.988,1057473,34958,,0.9,East Harlem,92.9,6,tag,0,40.8043508,block,-73.9506515,0.0,yes,265800274,,way,10026,16.8,0.933,1462.37,2692.56
151 West 118th Street,0.989,1087160,34960,,0.9,East Harlem,92.8,6,tag,0,40.804373,block,-73.9507015,0.0,yes,265800276,,way,10026,17.2,0.946,1458.16,2695.02
22 West 119th Street,0.989,1053224,34974,,0.9,East Harlem,70.2,4,tag,0,40.8028643,block,-73.9461259,0.0,yes,265800294,,way,10026,12.7,0.934,1843.86,2528.2
24 West 119th Street,0.988,1053202,34975,,0.9,East Harlem,68.7,4,tag,0,40.8028845,block,-73.9461736,0.0,yes,265800295,,way,10026,13.3,0.941,1839.83,2530.43
26 West 119th Street,0.989,1087685,34976,,0.9,East Harlem,66.8,4,tag,0,40.8029042,block,-73.9462202,0.0,yes,265800296,,way,10026,13.4,0.938,1835.91,2532.61
32 West 119th Street,0.989,1053205,34981,,0.9,East Harlem,76.7,4,tag,0,40.8029637,block,-73.9463781,0.0,yes,265800301,,way,10026,13.8,0.93,1822.59,2539.19
64 West 119th Street,0.989,1053228,34999,,0.9,East Harlem,84.1,4,tag,0,40.8033638,block,-73.9473252,0.0,yes,265800319,,way,10026,13.0,0.94,1742.77,2583.43
66 West 119th Street,0.918,1053228,35000,,4.5,East Harlem,79.0,4,tag,0,40.8033857,block,-73.947377,0.0,yes,265800320,,way,10026,13.1,0.858,1738.39,2585.85
68 West 119th Street,0.847,1053228,35001,,9.3,East Harlem,76.7,4,tag,0,40.8034066,block,-73.9474266,0.0,yes,265800321,,way,10026,13.4,0.814,1734.22,2588.16
70 West 119th Street,0.917,1053217,35003,,5.9,East Harlem,85.5,4,tag,0,40.8034284,block,-73.9474782,0.0,yes,265800324,,way,10026,13.5,0.907,1729.87,2590.57
80 West 119th Street,0.988,1053220,35013,,0.9,East Harlem,78.3,4,tag,0,40.8035403,block,-73.9477432,0.0,yes,265800335,,way,10026,13.1,0.932,1707.53,2602.95
81 West 118th Street,0.988,1053178,35014,,0.9,East Harlem,107.3,4,tag,0,40.8032244,block,-73.9480228,0.0,apartments,265800336,,way,10026,13.0,0.931,1683.96,2568.01
82 West 119th Street,0.988,1053231,35015,,0.9,East Harlem,78.6,4,tag,0,40.8035614,block,-73.9477931,0.0,yes,265800337,,way,10026,13.1,0.945,1703.32,2605.28
83 West 118th Street,0.989,1053177,35016,,0.9,East Harlem,107.7,5,tag,0,40.8032476,block,-73.9480868,0.0,yes,265800338,,way,10026,12.9,0.931,1678.56,2570.58
502 Cathedral Parkway,0.583,1084036,35043,The Amherst,15.7,East Harlem,390.6,12,tag,0,40.8030622,block,-73.9646192,0.0,apartments,271203225,12,way,10025,41.1,0.57,284.98,2550.08
510 Cathedral Parkway,0.602,1056715,35044,The Cortlandt,31.0,East Harlem,391.6,12,tag,0,40.803195,block,-73.9649337,0.0,apartments,271203228,12,way,10025,41.2,0.597,258.47,2564.76
322 West 113th Street,0.989,1055802,35103,,0.9,East Harlem,78.8,4,tag,0,40.8027411,block,-73.9578662,0.0,yes,271289360,,way,10026,13.9,0.93,854.22,2514.57
324 West 113th Street,0.989,1087386,35104,,0.9,East Harlem,76.7,4,tag,0,40.8027635,block,-73.9579194,0.0,yes,271289363,,way,10026,13.9,0.931,849.73,2517.05
225 West 115th Street,0.988,1055251,35125,,0.9,East Harlem,118.9,9,tag,0,40.8032961,block,-73.9543173,0.0,yes,271290689,,way,10026,18.3,0.932,1153.37,2575.94
106 West 118th Street,0.989,1057436,35177,,0.9,East Harlem,81.0,4,tag,0,40.8034403,block,-73.9494427,0.0,yes,271290914,,way,10026,13.5,0.94,1564.27,2591.89
108 West 118th Street,0.989,1057437,35179,,0.9,East Harlem,82.4,4,tag,0,40.8034634,block,-73.9494975,0.0,yes,271290920,,way,10026,13.5,0.934,1559.65,2594.44
116 West 118th Street,0.988,1057462,35190,,1.0,East Harlem,115.3,8,tag,0,40.8035448,block,-73.9497245,0.0,yes,271290939,,way,10026,13.7,0.936,1540.52,2603.45
136A West 117th Street,0.988,1085842,35225,,1.0,East Harlem,89.8,6,tag,0,40.8031823,block,-73.9507939,0.0,yes,271290980,,way,10026,8.5,0.929,1450.37,2563.36
140 West 117th Street,0.73,1057415,35231,,3.4,East Harlem,167.1,14,tag,0,40.8032473,block,-73.951012,0.0,yes,271290986,,way,10026,18.1,0.702,1431.99,2570.55
140 West 118th Street,0.989,1057465,35232,,0.9,East Harlem,102.9,7,tag,0,40.8038465,block,-73.9504556,0.0,yes,271290987,,way,10026,13.8,0.935,1478.89,2636.8
142 West 118th Street,0.988,1057449,35235,,0.9,East Harlem,98.9,6,tag,0,40.8038666,block,-73.9505113,0.0,yes,271290990,,way,10026,18.2,0.931,1474.19,2639.02
144 West 118th Street,0.989,1057450,35239,,0.9,East Harlem,97.8,6,tag,0,40.8038867,block,-73.9505592,0.0,yes,271290994,,way,10026,17.8,0.945,1470.15,2641.25
,0.618,1058431,35298,,25.4,East Harlem,199.1,7,tag,0,40.8058628,block,-73.953113,0.0,yes,271291126,,way,,18.6,0.614,1254.88,2859.76
251 West 116th Street,0.989,1058368,35311,,0.9,East Harlem,114.7,9,tag,0,40.8043515,block,-73.9545775,0.0,yes,271291927,,way,10026,19.0,0.935,1131.44,2692.65
257 West 116th Street,0.689,1058366,35314,,0.8,East Harlem,189.7,20,tag,0,40.8044592,block,-73.9547835,0.0,yes,271291933,,way,10026,18.3,0.637,1114.07,2704.55
259 West 116th Street,0.634,1058363,35317,,12.4,East Harlem,189.7,20,tag,0,40.8044942,block,-73.9548665,0.0,yes,271291941,,way,10026,18.0,0.605,1107.08,2708.42
,0.718,1090103,35329,Saint Thomas the Apostle Roman Catholic Church (historical),20.9,East Harlem,950.0,17,tag,0,40.8049142,block,-73.9533015,0.0,yes,271291969,,way,,24.0,0.667,1239.0,2754.86
,0.989,1087288,35335,,0.9,East Harlem,87.3,4,tag,0,40.8045497,block,-73.9541253,0.0,yes,271291984,,way,,13.2,0.932,1169.56,2714.56
25 Morningside Avenue,0.47,1059041,35406,,13.4,East Harlem,133.5,8,tag,0,40.8058843,block,-73.9576376,0.0,yes,271294212,,way,10026,17.6,0.411,873.49,2862.13
361 West 116th Street,0.988,1059005,35426,,0.9,East Harlem,71.8,4,tag,0,40.8053999,block,-73.957096,0.0,yes,271294235,,way,10026,13.0,0.931,919.14,2808.57
362 West 116th Street,0.989,1055882,35427,,0.9,East Harlem,124.7,8,tag,0,40.8050305,block,-73.9574661,0.0,yes,271294236,,way,10026,18.4,0.93,887.95,2767.72
363 West 116th Street,0.988,1059004,35430,,0.9,East Harlem,71.9,4,tag,0,40.8054167,block,-73.9571522,0.0,yes,271294239,,way,10026,11.4,0.942,914.4,2810.43
364 West 117th Street,0.702,1059037,35432,,14.9,East Harlem,129.8,12,tag,0,40.8059031,block,-73.9572298,0.0,yes,271294241,,way,10026,21.2,0.651,907.87,2864.21
371 Manhattan Avenue,0.989,1082596,35442,,0.9,East Harlem,73.1,4,tag,0,40.8047701,block,-73.9572589,0.0,yes,271294260,,way,10026,12.2,0.935,905.42,2738.93
373 Manhattan Avenue,0.989,1081579,35443,,0.9,East Harlem,74.0,4,tag,0,40.8048181,block,-73.9572239,0.0,yes,271294261,,way,10026,12.2,0.929,908.36,2744.23
387 Manhattan Avenue,0.988,1059008,35446,,0.9,East Harlem,68.2,4,tag,0,40.8053008,block,-73.9568729,0.0,yes,271294264,,way,10026,11.9,0.936,937.95,2797.61
391 Manhattan Avenue,0.988,1059009,35450,,0.9,East Harlem,64.8,4,tag,0,40.8053871,block,-73.9568096,0.0,yes,271294268,,way,10026,12.2,0.929,943.29,2807.15
393 Manhattan Avenue,0.988,1059010,35452,,0.9,East Harlem,66.5,4,tag,0,40.8054309,block,-73.9567774,0.0,yes,271294270,,way,10026,11.9,0.93,946.0,2811.99
401 Manhattan Avenue,0.989,1059033,35457,,0.9,East Harlem,63.8,4,tag,0,40.8056035,block,-73.9566506,0.0,yes,271294275,,way,10026,12.5,0.938,956.69,2831.08
403 Manhattan Avenue,0.989,1059034,35458,,0.9,East Harlem,63.1,4,tag,0,40.8056459,block,-73.9566195,0.0,yes,271294276,,way,10026,12.5,0.938,959.31,2835.76
305 West 117th Street,0.606,1089719,35470,,30.3,East Harlem,172.2,6,tag,0,40.8055162,block,-73.955342,0.0,yes,271294318,,way,10026,17.9,0.562,1066.99,2821.42
307 West 117th Street,0.641,1090252,35471,,23.5,East Harlem,179.0,8,tag,0,40.8055466,block,-73.9554233,0.0,yes,271294319,,way,10026,17.9,0.633,1060.14,2824.79
358 West 118th Street,0.989,1059088,35485,,0.9,East Harlem,82.4,4,tag,0,40.8064488,block,-73.9565802,0.0,yes,271294333,,way,10026,13.3,0.934,962.62,2924.55
