address,best,bin,building_id,building_name,distance_m,district,footprint_area,footprint_verts,height_source,is_context,lat,lod_tier,lon,min_height,osm_building_type,osm_id,osm_levels,osm_type,postcode,roof_height,second,x_m,y_m
,0.783,1077674,5645,,17.6,West Village,117.0,4,tag,0,40.7300739,block,-73.9831794,0.0,apartments,247864178,,way,,17.5,0.777,-1279.53,-5520.53
413 East 12th Street,0.989,1006007,5687,,0.9,West Village,151.1,7,tag,0,40.7298741,block,-73.9826678,0.0,apartments,247864221,,way,10009,19.1,0.932,-1236.41,-5542.62
418 East 14th Street,0.726,1006014,5692,,5.6,West Village,113.7,5,tag,0,40.7307584,block,-73.9817361,0.0,apartments,247864230,5,way,10009,15.1,0.668,-1157.87,-5444.84
426 East 14th Street,0.833,1006017,5703,,8.3,West Village,169.2,4,tag,0,40.7305971,block,-73.9814413,0.0,apartments,247864266,5,way,10009,18.2,0.804,-1133.03,-5462.68
428 East 14th Street,0.739,1006017,5706,,15.8,West Village,170.8,4,tag,0,40.7305642,block,-73.981363,0.0,apartments,247864274,5,way,10009,18.3,0.715,-1126.42,-5466.32
430 East 14th Street,0.626,1006017,5709,,23.5,West Village,179.6,5,tag,0,40.7305302,block,-73.9812824,0.0,apartments,247864286,5,way,10009,18.2,0.606,-1119.62,-5470.07
442 East 13th Street,0.79,1005992,5717,,9.0,West Village,224.3,5,tag,0,40.7297605,block,-73.9815532,0.0,apartments,247864310,,way,10009,7.8,0.79,-1142.46,-5555.18
,0.894,1076985,5733,,0.8,West Village,54.0,4,tag,0,40.7299017,block,-73.9827567,0.0,yes,247864341,,way,,12.8,0.85,-1243.9,-5539.57
150 Spring Street,0.967,1007316,5788,,0.7,SoHo / Hudson Square,148.9,4,tag,0,40.7241499,block,-74.0015473,0.0,yes,247865085,,way,10012,14.7,0.923,-2827.84,-6175.57
152 Spring Street,0.801,1007314,5790,,6.5,SoHo / Hudson Square,213.2,6,tag,0,40.7241415,block,-74.0016456,0.0,yes,247865088,,way,10012,14.7,0.748,-2836.13,-6176.5
154 Spring Street,0.903,1079940,5791,,6.8,SoHo / Hudson Square,141.9,4,tag,0,40.7242091,block,-74.0016688,0.0,yes,247865089,,way,10012,18.6,0.855,-2838.08,-6169.03
158 Spring Street,0.976,1079939,5794,,0.7,SoHo / Hudson Square,140.9,4,tag,0,40.7242769,block,-74.0017848,0.0,yes,247865092,,way,10012,13.9,0.921,-2847.86,-6161.52
160 Spring Street,0.976,1079938,5796,,0.7,SoHo / Hudson Square,132.1,4,tag,0,40.7243062,block,-74.0018451,0.0,yes,247865094,,way,10012,15.3,0.921,-2852.94,-6158.29
,0.871,1007181,6078,,8.0,Tribeca / Civic Center,214.7,5,tag,0,40.721479,block,-73.9956604,0.0,apartments,247866858,,way,,15.7,0.86,-2331.61,-6470.9
208 Bowery,0.989,1007403,6083,,0.9,SoHo / Hudson Square,148.6,4,tag,0,40.7216433,block,-73.9939252,0.0,yes,247866865,,way,10012,12.2,0.942,-2185.34,-6452.74
,0.723,1007511,6152,,3.3,SoHo / Hudson Square,60.5,4,tag,0,40.7221922,block,-73.995939,0.0,yes,247866939,,way,,15.1,0.68,-2355.09,-6392.04
,0.953,1007478,6161,,1.5,SoHo / Hudson Square,246.3,8,tag,0,40.7227564,block,-73.9948863,0.0,yes,247866949,,way,,21.9,0.905,-2266.36,-6329.65
174 Elizabeth Street,0.989,1007136,6188,,0.9,Tribeca / Civic Center,57.6,5,tag,0,40.7210001,block,-73.9946586,0.0,yes,247867438,,way,10012,14.4,0.939,-2247.16,-6523.85
10 Delancey Street,0.969,1077631,6237,,1.0,Tribeca / Civic Center,103.0,10,tag,0,40.7203891,block,-73.9932453,0.0,yes,247920420,,way,10002,20.1,0.918,-2128.03,-6591.42
165 Chrystie Street,0.942,1090782,6251,,1.4,Tribeca / Civic Center,166.9,5,tag,0,40.7207267,block,-73.9928295,0.0,apartments,247920434,,way,10002,30.5,0.897,-2092.98,-6554.09
177 Chrystie Street,0.944,1005689,6302,,1.5,Tribeca / Civic Center,224.2,9,tag,0,40.7211158,block,-73.9925292,0.0,yes,247920503,,way,10002,18.3,0.897,-2067.67,-6511.06
112 1st Avenue,0.989,1005774,6322,,0.9,SoHo / Hudson Square,116.0,4,tag,0,40.7266908,block,-73.9856357,0.0,apartments,248142329,,way,10009,17.9,0.93,-1486.59,-5894.61
94 Avenue A,0.65,1005118,6376,,19.1,SoHo / Hudson Square,88.7,4,tag,0,40.7254764,block,-73.9836794,0.0,apartments,248142387,,way,10009,13.0,0.643,-1321.68,-6028.9
96 Avenue A,0.645,1077603,6378,,4.0,SoHo / Hudson Square,84.6,4,tag,0,40.7255215,block,-73.9836466,0.0,apartments,248142391,,way,10009,13.1,0.645,-1318.92,-6023.91
420 East 9th Street,0.989,1005871,6453,,0.9,SoHo / Hudson Square,94.0,4,tag,0,40.7276118,block,-73.9839162,0.0,apartments,248142672,,way,10009,17.6,0.933,-1341.64,-5792.77
176 1st Avenue,0.988,1077664,6509,,0.9,West Village,154.6,5,tag,0,40.7290577,block,-73.9838432,0.0,apartments,248142872,,way,10009,15.4,0.932,-1335.49,-5632.89
184 1st Avenue,0.882,1005967,6511,,8.5,West Village,152.5,6,tag,0,40.7294352,block,-73.9836241,0.0,apartments,248142874,,way,10009,15.9,0.881,-1317.02,-5591.15
189 Avenue A,0.965,1005977,6514,,1.1,SoHo / Hudson Square,82.6,4,tag,0,40.7289795,block,-73.9816613,0.0,apartments,248142878,,way,10009,11.7,0.907,-1151.57,-5641.54
190 1st Avenue,0.8,1005971,6515,,15.8,West Village,122.5,4,tag,0,40.7296271,block,-73.9835087,0.0,apartments,248142879,,way,10009,16.0,0.769,-1307.3,-5569.93
191 Avenue A,0.988,1077670,6516,,0.9,West Village,80.0,4,tag,0,40.7290239,block,-73.9816257,0.0,apartments,248142880,,way,10009,12.1,0.932,-1148.57,-5636.63
138 East 30th Street,0.988,1018271,6617,,0.9,Chelsea,71.0,5,tag,0,40.7435099,block,-73.9811328,0.0,yes,248143107,,way,10016,14.9,0.936,-1107.02,-4034.86
138 East 31st Street,0.768,1018329,6618,,7.6,Chelsea,126.9,6,tag,0,40.7440902,block,-73.9806573,0.0,yes,248143108,,way,10016,13.4,0.709,-1066.94,-3970.69
140 East 31st Street,0.78,1018329,6622,,14.0,Chelsea,163.2,4,tag,0,40.7440561,block,-73.9805936,0.0,yes,248143112,,way,10016,13.4,0.76,-1061.57,-3974.46
141 Lexington Avenue,0.988,1018251,6624,,0.9,Chelsea,92.4,5,tag,0,40.7433429,block,-73.981675,0.0,yes,248143114,,way,10016,17.5,0.944,-1152.73,-4053.32
143 Lexington Avenue,0.937,1018251,6629,,4.3,Chelsea,90.4,5,zone_model,0,40.7433769,block,-73.9816375,0.0,yes,248143119,,way,10016,10.85,0.882,-1149.56,-4049.56
145 Lexington Avenue,0.802,1018251,6633,,8.5,Chelsea,73.2,5,zone_model,0,40.7434144,block,-73.9816185,0.0,yes,248143123,,way,10016,35.61,0.764,-1147.96,-4045.42
149 East 29th Street,0.988,1018261,6637,,0.9,Chelsea,62.2,5,tag,0,40.7429664,block,-73.9809088,0.0,yes,248143127,,way,10016,14.7,0.945,-1088.14,-4094.95
151 East 29th Street,0.989,1018262,6640,,0.9,Chelsea,60.4,5,tag,0,40.7429508,block,-73.9808677,0.0,yes,248143130,,way,10016,15.0,0.933,-1084.67,-4096.68
165 Lexington Avenue,0.568,1018311,6648,,6.7,Chelsea,110.6,4,tag,0,40.743986,block,-73.9811779,0.0,yes,248143138,,way,10016,13.2,0.55,-1110.81,-3982.21
167 Lexington Avenue,0.669,1018311,6649,,3.9,Chelsea,184.2,4,tag,0,40.744015,block,-73.9810842,0.0,yes,248143139,,way,10016,13.5,0.625,-1102.92,-3979.0
169 Lexington Avenue,0.668,1018329,6650,,25.7,Chelsea,190.8,5,tag,0,40.744068,block,-73.9810445,0.0,yes,248143140,,way,10016,13.4,0.668,-1099.57,-3973.14
217 East 30th Street,0.971,1077029,6659,,1.2,Chelsea,74.9,4,tag,0,40.7429985,block,-73.9790476,0.0,yes,248143151,,way,10016,12.9,0.944,-931.24,-4091.4
222 East 31st Street,0.97,1019963,6663,,1.0,Gramercy / Flatiron,87.0,5,tag,0,40.7432547,block,-73.9786016,0.0,yes,248143155,,way,10016,18.8,0.91,-893.65,-4063.07
547 2nd Avenue,0.987,1019955,6678,,0.9,Gramercy / Flatiron,135.7,5,tag,0,40.7425665,block,-73.977858,0.0,yes,248143170,,way,10016,12.0,0.933,-830.98,-4139.17
211 East 31st Street,0.768,1020034,6706,,11.1,Chelsea,80.3,4,tag,0,40.7436771,block,-73.9787332,0.0,yes,248143429,,way,10016,12.9,0.759,-904.74,-4016.37
213 East 31st Street,0.847,1020034,6708,,5.7,Gramercy / Flatiron,83.2,4,tag,0,40.7436526,block,-73.978675,0.0,yes,248143431,,way,10016,12.9,0.803,-899.84,-4019.08
214 East 32nd Street,0.989,1020071,6709,,0.9,Gramercy / Flatiron,91.5,4,tag,0,40.7439795,block,-73.9783874,0.0,yes,248143432,,way,10016,13.0,0.934,-875.59,-3982.93
218 East 32nd Street,0.988,1020069,6713,,1.0,Gramercy / Flatiron,88.8,4,tag,0,40.7439282,block,-73.9782676,0.0,yes,248143436,,way,10016,12.9,0.929,-865.5,-3988.6
236 East 32nd Street,0.989,1020061,6728,,0.9,Gramercy / Flatiron,85.7,4,tag,0,40.7437232,block,-73.9777816,0.0,yes,248143451,,way,10016,12.7,0.942,-824.53,-4011.27
565 2nd Avenue,0.989,1082150,6742,,0.9,Gramercy / Flatiron,111.7,4,tag,0,40.7431277,block,-73.9774188,0.0,yes,248143465,,way,10016,13.2,0.935,-793.95,-4077.12
1164 Broadway,0.681,1080713,6761,,7.7,Chelsea,128.1,4,tag,0,40.7447869,block,-73.9885947,0.0,yes,248143624,,way,10001,18.5,0.672,-1736.01,-3893.66
,0.687,1090657,6794,,10.1,Chelsea,127.8,5,tag,0,40.7447136,block,-73.9884238,0.0,yes,248143657,,way,,18.5,0.666,-1721.6,-3901.75
1149 Broadway,0.988,1015648,6800,Fellow Barber,0.9,Chelsea,139.6,6,tag,0,40.7442195,block,-73.9892235,0.0,yes,248143721,,way,10001,15.7,0.935,-1789.02,-3956.39
1153 Broadway,0.735,1015655,6802,Forward,3.1,Chelsea,199.5,4,tag,0,40.7443493,block,-73.9891978,0.0,yes,248143723,,way,10001,14.7,0.698,-1786.85,-3942.04
48 West 27th Street,0.538,1088911,6827,nuar,14.4,Chelsea,66.0,4,tag,0,40.7449401,district,-73.9904096,0.0,yes,248143749,,way,10001,46.7,0.524,-1888.99,-3876.72
107 West 27th Street,0.989,1015071,6854,,0.9,Chelsea,145.2,4,tag,0,40.7458339,block,-73.9914075,0.0,yes,248144013,,way,10001,13.2,0.931,-1973.11,-3777.88
757 6th Avenue,0.729,1015011,6941,,6.3,Chelsea,68.1,4,tag,0,40.7444173,block,-73.9919865,0.0,yes,248144123,,way,10001,12.9,0.728,-2021.92,-3934.52
759 6th Avenue,0.75,1015012,6942,,2.2,Chelsea,69.0,4,tag,0,40.7444635,block,-73.9919539,0.0,yes,248144124,,way,10001,13.0,0.735,-2019.17,-3929.41
,0.437,1080594,6953,,12.5,Garment / Midtown South,20.2,4,tag,0,40.7460772,block,-73.9914864,0.0,yes,248144137,,way,,3.3,0.434,-1979.77,-3750.98
45 East 1st Street,0.977,1006075,6984,,1.1,SoHo / Hudson Square,104.9,4,tag,0,40.7237304,block,-73.989944,0.0,apartments,248156510,5,way,10003,16.6,0.922,-1849.75,-6221.96
75 Mac Dougal Street,0.989,1080052,7040,,0.9,SoHo / Hudson Square,79.4,4,tag,0,40.7287019,block,-74.0018249,0.0,yes,248156634,,way,10012,15.2,0.936,-2851.24,-5672.23
86 Mac Dougal Street,0.988,1008314,7049,,0.9,SoHo / Hudson Square,77.5,4,tag,0,40.7285901,block,-74.0014666,0.0,yes,248156653,,way,10012,13.2,0.929,-2821.03,-5684.6
,0.939,1077998,7140,,0.7,West Village,61.2,8,tag,0,40.7298705,block,-73.9999962,0.0,yes,248160011,,way,,14.6,0.89,-2697.09,-5543.02
129 Mac Dougal Street,0.989,1008762,7173,,0.9,West Village,72.5,4,tag,0,40.7306735,block,-74.0001141,0.0,yes,248163383,,way,10012,12.4,0.933,-2707.03,-5454.23
46-44 West 8th Street,0.652,1091857,7217,,25.3,West Village,467.2,7,tag,0,40.7329624,block,-73.9986356,0.0,yes,248163439,,way,10011,8.9,0.634,-2582.4,-5201.14
78 West Washington Place,0.855,1008872,7232,,1.8,West Village,86.7,4,tag,0,40.7318504,block,-73.9999138,0.0,yes,248163454,,way,10011,15.9,0.839,-2690.14,-5324.1
80 West Washington Place,0.863,1008871,7235,,1.7,West Village,90.5,4,tag,0,40.7318834,block,-73.9999811,0.0,yes,248163457,,way,10011,16.1,0.814,-2695.81,-5320.45
,0.68,1008877,7244,Lipton Dining Hall,21.7,West Village,666.9,11,tag,0,40.7315034,block,-73.9995942,0.0,yes,248163466,1,way,,29.2,0.657,-2663.21,-5362.46
,0.781,1010261,7264,,14.3,West Village,91.9,6,tag,0,40.7334566,block,-74.0004264,0.0,yes,248163489,,way,,11.7,0.767,-2733.35,-5146.49
19 REAR Washington Square North,0.645,1077881,7297,,8.3,West Village,109.0,6,tag,0,40.7320478,block,-73.9974631,0.0,yes,248166237,,way,10011,11.4,0.601,-2483.56,-5302.26
19 Washington Square North,0.709,1077881,7298,,7.8,West Village,141.4,4,tag,0,40.7319243,block,-73.997563,0.0,apartments,248166238,,way,10011,18.7,0.657,-2491.98,-5315.92
53 Washington Square South,0.734,1082207,7315,,15.8,West Village,147.3,4,tag,0,40.7303473,block,-73.9986337,0.0,university,248166256,,way,10012,21.1,0.711,-2582.24,-5490.3
,0.435,1008717,7347,,11.1,West Village,41.1,6,tag,0,40.7303323,block,-73.998459,0.0,yes,248166288,,way,,10.2,0.383,-2567.51,-5491.95
,0.71,1077838,7372,,5.1,SoHo / Hudson Square,422.1,12,tag,0,40.7287716,block,-73.9991066,0.0,apartments,248234556,,way,,23.1,0.699,-2622.1,-5664.53
235 Sullivan Street,0.989,1008670,7390,,0.9,West Village,88.8,4,tag,0,40.7297707,block,-73.999392,0.0,yes,248234576,,way,10012,16.4,0.934,-2646.16,-5554.06
,0.59,1005762,7472,Ageloff Towers,15.1,SoHo / Hudson Square,1644.4,21,tag,0,40.7240737,block,-73.985351,0.0,residential,248266470,12,way,,37.9,0.573,-1462.59,-6184.0
14 5th Avenue,0.638,1009431,7479,,10.3,West Village,391.1,7,tag,0,40.7326365,block,-73.9964421,0.0,yes,248754485,,way,10011,18.9,0.617,-2397.5,-5237.17
21 West 8th Street,0.811,1009437,7487,,15.1,West Village,161.0,8,tag,0,40.7329318,block,-73.9974767,0.0,yes,248754495,,way,10011,17.0,0.785,-2484.71,-5204.52
25 West 8th Street,0.695,1009441,7490,,16.1,West Village,184.6,6,tag,0,40.7330104,block,-73.9976232,0.0,yes,248754498,,way,10011,16.4,0.691,-2497.06,-5195.83
31 West 8th Street,0.864,1009443,7494,,8.6,West Village,173.4,5,tag,0,40.7331008,block,-73.9978724,0.0,yes,248754502,,way,10011,16.4,0.864,-2518.07,-5185.83
36 West 9th Street,0.954,1009417,7498,,0.8,West Village,147.0,4,tag,0,40.7334489,block,-73.9978292,0.0,apartments,248754506,,way,10011,17.2,0.898,-2514.42,-5147.35
47 West 8th Street,0.944,1080139,7510,,1.4,West Village,130.2,6,tag,0,40.7333409,block,-73.998479,0.0,yes,248754518,,way,10011,16.9,0.906,-2569.2,-5159.28
54 West 9th Street,0.988,1009415,7516,,0.9,West Village,93.3,5,tag,0,40.7337352,block,-73.9984703,0.0,apartments,248754524,,way,10011,16.2,0.929,-2568.47,-5115.68
56 West 9th Street,0.989,1009414,7518,,0.9,West Village,93.6,4,tag,0,40.7337574,block,-73.9985231,0.0,apartments,248754526,,way,10011,16.3,0.943,-2572.92,-5113.22
58 West 9th Street,0.989,1009413,7520,,0.9,West Village,90.9,4,tag,0,40.7337794,block,-73.9985752,0.0,apartments,248754528,,way,10011,16.3,0.932,-2577.31,-5110.8
,0.702,1077279,7531,The Portsmouth,7.7,West Village,179.1,9,tag,0,40.7336719,block,-73.9984272,0.0,apartments,248754539,,way,,18.7,0.678,-2564.83,-5122.69
13 West 9th Street,0.988,1009484,7538,,0.9,West Village,96.6,4,tag,0,40.7334098,block,-73.996772,0.0,apartments,248755407,,way,10011,16.3,0.937,-2425.31,-5151.67
29 West 9th Street,0.989,1009489,7553,,0.9,West Village,102.7,4,tag,0,40.733616,block,-73.9972336,0.0,apartments,248755423,,way,10011,16.3,0.934,-2464.22,-5128.86
31 West 9th Street,0.989,1009490,7555,,0.9,West Village,105.7,4,tag,0,40.7336387,block,-73.9972874,0.0,apartments,248755425,,way,10011,16.1,0.93,-2468.76,-5126.35
52 West 10th Street,0.906,1009461,7572,,7.2,West Village,101.3,5,tag,0,40.7342335,block,-73.9978026,0.0,apartments,248755442,,way,10011,11.5,0.874,-2512.18,-5060.58
53 West 9th Street,0.989,1009498,7573,,0.9,West Village,82.0,4,tag,0,40.7339165,block,-73.99799,0.0,apartments,248755443,,way,10011,15.8,0.942,-2527.98,-5095.63
41 Mercer Street,0.905,1007042,7653,,1.0,SoHo / Hudson Square,107.9,4,tag,0,40.7215252,block,-74.0014323,0.0,yes,248771044,,way,10013,5.4,0.861,-2818.14,-6465.79
204 Forsyth Street,0.708,1005614,7737,,16.1,SoHo / Hudson Square,124.3,5,tag,0,40.7227236,block,-73.9903963,0.0,yes,248772263,,way,10002,16.5,0.674,-1887.87,-6333.28
41 Avenue A,0.786,1077953,7788,,2.7,SoHo / Hudson Square,165.3,5,tag,0,40.7236426,block,-73.9855911,0.0,apartments,248772414,4,way,10009,12.1,0.746,-1482.83,-6231.67
12 Avenue B,0.677,1004959,7801,,19.6,SoHo / Hudson Square,131.3,7,tag,0,40.7218941,block,-73.9837807,0.0,office,248772614,5,way,10009,17.7,0.628,-1330.22,-6425.0
13 Avenue A,0.976,1005749,7802,,0.8,SoHo / Hudson Square,134.9,5,tag,0,40.7227532,block,-73.9862633,0.0,apartments,248772615,,way,10009,15.5,0.92,-1539.48,-6330.01
195 East 2nd Street,0.655,1004950,7821,,26.5,SoHo / Hudson Square,185.6,11,tag,0,40.7220569,block,-73.984103,0.0,apartments,248772635,6,way,,20.3,0.646,-1357.39,-6407.0
199 East 2nd Street,0.559,1004953,7823,,8.7,SoHo / Hudson Square,127.8,10,tag,0,40.7220403,block,-73.9839318,0.0,apartments,248772637,6,way,10009,20.1,0.545,-1342.95,-6408.84
220 East 4th Street,0.511,1081927,7901,,11.1,SoHo / Hudson Square,186.0,5,tag,0,40.7235085,block,-73.9836547,0.0,apartments,248772956,,way,10009,19.7,0.464,-1319.6,-6246.49
214 East 30th Street,0.989,1019940,8125,,0.9,Chelsea,90.9,4,tag,0,40.7427328,block,-73.9792913,0.0,yes,248827163,,way,10016,12.4,0.929,-951.79,-4120.78
723 3rd Avenue,0.989,1037583,8205,,0.9,Midtown East,81.3,4,tag,0,40.7527364,block,-73.972706,0.0,yes,249041790,4,way,10017,14.8,0.934,-396.69,-3014.65
42 East 21st Street,0.941,1016217,8267,,1.8,Chelsea,169.0,6,tag,0,40.7391168,block,-73.9883357,0.0,yes,249657350,,way,10010,18.2,0.881,-1714.18,-4520.62
240 East 15th Street,0.911,1019518,8341,,1.5,West Village,164.4,4,tag,0,40.7330658,block,-73.9850596,0.0,apartments,249657712,,way,10003,17.4,0.883,-1438.03,-5189.7
243 East 14th Street,0.722,1019512,8344,,10.6,West Village,147.5,4,tag,0,40.7327266,block,-73.9852495,0.0,apartments,249657715,,way,10003,17.3,0.72,-1454.03,-5227.2
204 Avenue A,0.793,1091652,8444,,3.6,West Village,114.2,4,tag,0,40.7294112,block,-73.9808186,0.0,apartments,249657917,,way,10009,11.8,0.788,-1080.53,-5593.8
206 Avenue B,0.988,1083454,8447,,0.9,SoHo / Hudson Square,49.8,5,tag,0,40.7284809,block,-73.9789583,0.0,apartments,249657920,5,way,10009,15.0,0.946,-923.72,-5696.67
206A Avenue B,0.989,1083450,8448,,0.9,SoHo / Hudson Square,50.7,5,tag,0,40.7285046,block,-73.9789411,0.0,apartments,249657921,5,way,10009,15.0,0.963,-922.27,-5694.05
208 Avenue B,0.988,1083451,8449,,0.9,SoHo / Hudson Square,54.0,4,tag,0,40.7285293,block,-73.9789233,0.0,apartments,249657922,5,way,10009,15.0,0.943,-920.77,-5691.32
208A Avenue B,0.988,1083453,8450,,0.9,SoHo / Hudson Square,49.8,4,tag,0,40.7285539,block,-73.9789055,0.0,apartments,249657923,5,way,10009,15.0,0.935,-919.27,-5688.61
,0.9,1076998,8523,,7.0,West Village,56.6,4,tag,0,40.7290734,block,-73.9804084,0.0,yes,249658003,,way,,12.3,0.858,-1045.95,-5631.15
273 1st Avenue,0.989,1020425,8549,,0.9,West Village,146.3,4,tag,0,40.7325459,block,-73.9820743,0.0,apartments,249663067,4,way,10003,11.8,0.933,-1186.38,-5247.19
54 Mac Dougal Street,0.628,1090640,8660,,7.0,SoHo / Hudson Square,73.4,5,tag,0,40.7274697,block,-74.0024306,0.0,yes,249663228,,way,10012,10.1,0.621,-2902.3,-5808.49
12 Sheridan Square,0.989,1085812,8675,,0.9,West Village,29.5,4,tag,0,40.7332515,block,-74.0020404,0.0,yes,249663950,,way,10014,20.6,0.938,-2869.4,-5169.17
123 West Washington Place,0.926,1076822,8677,,6.0,West Village,90.5,8,tag,0,40.7329478,block,-74.0014382,0.0,apartments,249663952,6,way,10014,14.1,0.913,-2818.64,-5202.75
12A Sheridan Square,0.988,1085813,8680,,0.9,West Village,29.8,4,tag,0,40.733267,block,-74.0019935,0.0,yes,249663955,,way,10014,20.6,0.944,-2865.45,-5167.45
158 West 10th Street,0.941,1078126,8704,,0.2,West Village,39.4,4,tag,0,40.7343371,block,-74.0017156,0.0,yes,249663979,,way,10014,10.2,0.903,-2842.02,-5049.13
178 Waverly Place,0.906,1010672,8715,,4.4,West Village,92.5,4,tag,0,40.7342136,block,-74.0014913,0.0,yes,249663990,,way,10014,10.8,0.85,-2823.12,-5062.79
180 Waverly Place,0.869,1010670,8716,,0.6,West Village,93.4,7,tag,0,40.7342582,block,-74.0015084,0.0,apartments,249663991,,way,10014,10.6,0.84,-2824.56,-5057.86
161 West 4th Street,0.951,1010224,8774,,1.3,West Village,88.6,5,tag,0,40.7320623,block,-74.0012363,0.0,yes,249664100,,way,10014,14.0,0.891,-2801.62,-5300.66
351 6th Avenue,0.958,1010222,8785,,1.6,West Village,118.2,4,tag,0,40.7320837,block,-74.0010078,0.0,yes,249664117,4,way,10014,14.4,0.919,-2782.36,-5298.3
359 6th Avenue,0.715,1088408,8789,,2.9,West Village,331.0,4,tag,0,40.7323244,block,-74.0008711,0.0,apartments,249664121,4,way,10014,12.4,0.666,-2770.84,-5271.69
,0.462,1010178,8797,18 Barrow St,36.7,West Village,15.1,3,tag,0,40.7325394,block,-74.0031969,0.0,yes,249664129,,way,,5.9,0.432,-2966.89,-5247.9
186 Spring Street,0.911,1007357,8831,,5.7,SoHo / Hudson Square,64.2,5,tag,0,40.7248769,block,-74.0029725,0.0,yes,249664227,,way,10012,14.2,0.853,-2947.98,-6095.19
200 Prince Street,0.902,1077765,8847,,1.3,SoHo / Hudson Square,87.8,4,tag,0,40.7265905,block,-74.0028548,0.0,yes,249664243,,way,10012,12.4,0.866,-2938.05,-5905.7
,0.615,1007810,8887,,28.4,SoHo / Hudson Square,105.0,5,tag,0,40.7263413,block,-74.0030625,0.0,yes,249664283,,way,,9.1,0.613,-2955.56,-5933.26
,0.989,1007805,8890,,0.9,SoHo / Hudson Square,100.6,4,tag,0,40.7265411,block,-74.0028018,0.0,yes,249664286,,way,,15.0,0.929,-2933.59,-5911.17
,0.794,1007056,8914,,14.5,SoHo / Hudson Square,236.6,5,tag,0,40.7225219,block,-74.0033846,0.0,yes,249664321,,way,,8.4,0.782,-2982.71,-6355.59
361 Canal Street,0.989,1002955,8927,,0.9,Tribeca / Civic Center,93.2,5,tag,0,40.7211781,block,-74.0039635,0.0,yes,249664334,,way,10013,17.5,0.936,-3031.51,-6504.18
391 Canal Street,0.849,1002939,8940,,2.4,SoHo / Hudson Square,134.2,5,tag,0,40.7218437,block,-74.0048591,0.0,yes,249664348,,way,10013,4.2,0.844,-3107.0,-6430.58
42 Grand Street,0.989,1077729,8943,,0.9,SoHo / Hudson Square,95.5,6,tag,0,40.7227081,block,-74.0040625,0.0,yes,249664351,,way,10013,18.0,0.931,-3039.85,-6334.99
505 Broome Street,0.915,1079918,8958,,0.3,SoHo / Hudson Square,61.5,5,tag,0,40.7232389,block,-74.0033433,0.0,yes,249664366,,way,10013,11.8,0.899,-2979.23,-6276.3
,0.955,1007067,8987,,0.9,SoHo / Hudson Square,121.0,5,tag,0,40.7229225,block,-74.0024458,0.0,yes,249664397,3,way,,16.1,0.937,-2903.58,-6311.29
554 Broome Street,0.944,1007381,9016,,1.4,SoHo / Hudson Square,179.8,5,tag,0,40.7245388,block,-74.0054211,0.0,yes,249664461,,way,10013,26.4,0.892,-3154.38,-6132.57
32 Dominick Street,0.742,1009726,9062,,8.2,SoHo / Hudson Square,158.3,4,tag,0,40.7248932,block,-74.0066086,0.0,yes,249664577,,way,10013,12.6,0.717,-3254.47,-6093.38
42 Charlton Street,0.569,1008116,9071,,34.4,SoHo / Hudson Square,87.5,5,tag,0,40.7269539,block,-74.0049947,0.0,school,249664586,,way,10013,13.4,0.523,-3118.43,-5865.52
